1900,13.74 
1910,6.00 
1920,10.04 
1920,33.42 
1940,31.37 
1950,60.90 
1960,186.23 
1970,537.40 
1980,1808.33 
1990,7011.72 
2000,8918.34 
2010,16686.35 
2020,16128.34 
